cust_id,revenue_2018_2019
e5aahfmcuuqepicc,0.0
actcv25f7utxidvq,31.97
jepfjx64udyveisk,364.89
oqvtiyhb4wpp5f7j,0.0
7646ru7m2r4rqaoz,79.95
oekh75e6zm6muvl2,1092.82
wdzngg3zjypxvfif,173.72
p3fiug6bgz2jtqfu,271.82
b4taxevbjqdqxz4o,153.65
r2ji62vkqmmb4cje,595.98
jlsgcmf4gmx5jibg,163.11
e2olu7kc2g6424bc,158.52
pgho2vqdy6wzaulx,0.0
ytykis4q2katopc5,468.71
76i6qcfbzkaprbqr,62.97
ged3wz5mxaghgdn3,92.43
hm4okncahkatoc7a,0.0
zck7ec2h5i63wr75,0.0
g3zy4tik5xah4xac,495.7
4l2rc6eiix5x75fx,0.0
kxyomr4kqt6wvj2g,348.32
5pwxvoo5uowa7nyk,172.76
qp25ein2nrj7padb,221.17
yei3bomfwjdmnryz,0.0
ao5owpfaguv3bjr7,0.0
tu45toovfb4kkbmy,0.0
waie3fdmcfe5wqzl,0.0
ygdlvv5hdickcfcu,29.95
3ipqh5owq5czda2e,816.64
ejzqohze2kat2q5z,0.0
2dnq5pjitongnups,0.0
x4pv3s4sfz2a3mce,211.36
j24mp7infnlmnjo5,0.0
lfwo7gvcqbreibnd,213.32
zozzfluyp2ogcdva,601.1
l3jmavdrdlolrnpc,0.0
rsjgwooqd7a4o4uc,0.0
ohpi4jtofpocqwhg,103.0
krxegzmgdrx6g5z3,0.0
iinbzjfparq34yqp,0.0
2wmd2526nrjuybkh,141.9
dzl4w32lc52n2zwq,80.95
vne36oxbdkcrkd7o,0.0
e5ho5emjelh5yjoj,0.0
g3w3byepnv6ajtva,0.0
cce3ffo2lqwhl7mv,0.0
ikbbey2rggczyafd,111.95
la7b646yepc6pbhp,303.92
gm4trwl6pd366kd4,0.0
hl2rvtijqyabpgtt,75.95
67ym2fs3ft6gefgb,89.96
uxknu3z7bi5xvsgz,0.0
5e7de5zavvvj6lfv,574.56
flq3eqe2ql3v6jyz,236.64
22uubq3fit46b3lw,414.99
5gydyqiu5g3v4jqx,0.0
dqplsydgxgquxp3p,216.41
fu7bkmcrt3hzh672,0.0
x3onve2csxhdis6p,0.0
nm7hwvviung76kwk,44.99
b452mwq4kchcrffm,163.39
x3kyehhcygkjmurw,55.97
j4gl2l76ybmbfrmb,0.0
e2esa3uw2dhntomm,91.35
tgh5gxqkmckanmt6,53.95
6t7rguonqxraskou,462.31
a4ttiimgrdlhld5g,53.17
ahbbsc5es2ewphup,207.93
4rtkysqz4zqyjoni,0.0
4yeh6bnf2axaapuo,77.32
ievanlonukniie5w,0.0
pfwan73r6epxhiyz,0.0
ee5rsjgosz2jszte,0.0
p7bqi64arnhcticn,176.85
jdmzoxi7xfcthtku,0.0
kk7gasfgq4pms4na,0.0
du47mblh4k7lyhfq,194.0
e2efkah4s3v5avjl,65.95
w63c6w6tawlfu2p3,0.0
urfzdx5n3zu4wg6s,0.0
m5pkqpof7o5cgg4z,0.0
npafwxpcqgr63gp4,69.91
s5r2pxdbcf3ksvn7,71.33
oo77bvuwi7yrz6t2,191.0
evgx6lisir7gwjz7,0.0
mgweatj4mkq7ba5c,334.26
vew3o5mi24mxoikb,197.45
fbm5gjiw7rifyrs5,145.3
eldmosogy5v3tn4q,0.0
aytw3e424ykdjd6i,563.22
fw44ofk4es5mcx2m,0.0
tczmumyjdthj7ofs,157.3
5j3tpf6x42gcqq4q,0.0
jgckqo2ayjr42d7i,131.9
n7gxwge23ar23ooj,665.78
33n6r5umspw2g3tk,460.9
lkckypijchwltqve,68.33
3mbh7qykhdzohcxr,0.0
st3zqpad2uaqtlku,0.0
jcfyok7howcugmoh,165.15
fqhpa3biikj2v7lu,0.0
tioz7wnp5hggomrm,0.0
njerkzjjzldnoizr,0.0
ehudsdyof5qztkyv,0.0
ne5ckqoublhwtrtp,117.27
5vq6udtcgttpld76,0.0
3g5agykp4j7dfjwn,88.2
35bqi6vnljjrfezq,0.0
y3coodntvsecr6op,0.0
naubawst7c5acfs6,196.26
jg4kok3ttma4pofg,0.0
yrx4fiada4ybc6wr,0.0
okluqw7qt7rjbdz2,84.0
d7wt3jjcob6asopz,34.98
e4vaw3w7u62bk22k,0.0
twlyebo3djeumun3,0.0
s3cucsxkwanceomg,80.96
32aza4osn2pbkbde,0.0
2hd42bnfjc3ysul7,0.0
ncbxm3iznrjwd3tq,0.0
zc456ns7s2lzi5ba,48.56
4gdykixfhbtvgqno,53.95
jhkoukisdmprndpt,0.0
2kczd7pnapnfawga,44.95
irn2rwnf5p3zafez,56.67
lgvvillujz33hpxv,0.0
5juhvmbk53ebph2r,0.0
576yhq2xs7awsovi,88.0
pfg42fx3uzjcvwcz,0.0
vhjbgj73xz7jkfo7,0.0
u4jpzyvhdp7xqgqz,0.0
5vuefcsludq2p7zm,0.0
lh56ak6awwelzn4j,38.69
tq2t6he2jgonfp3g,35.95
vrdmgmvvrvrrrva6,0.0
vkvxgo2jer6id5d5,0.0
4lujy2mxigxdqfyn,0.0
5q32udpigqubjip5,576.34
7g3rgsy2ntd7iwft,0.0
56zjhr6wvffm47bg,299.58
rwrzjnpappbtd657,44.98
oiszia7hl34wudxx,77.92
nvvgnuhsalniotr4,0.0
fenwvzjubwvhem65,20.79
xsbxryuwvzgn2de6,0.0
awyotw4kwuwv5nkl,0.0
ynjle7gmy5how4cj,0.0
sls3lm2x6c3pwhyw,0.0
5mohrdfpbvd4v3wk,0.0
pkb3w4bq7avum3z6,0.0
7yuadexlos3zqwl2,0.0
xhy5xvfxekpxwxfz,0.0
zpiofi247iqlip5w,0.0
jwg4gsnwevrk24ra,113.9
2fc5y6miiyxv2quy,0.0
ennt3np3d5h2xcy4,0.0
b6gopi4begr4srja,0.0
566tx2yulumey5d6,269.36
zqz4di4d2r3gciol,0.0
fpeveztjolj64yg7,498.42
mmvwtyd4q6j55apn,0.0
yjirge7a4l7xflf2,0.0
hlaw23qgbb4zumfs,0.0
f5i7ju6tr2yisvrs,0.0
jx3wf25lu2roje2g,62.95
ecoe74j6oz3depg5,0.0
nreuit2spfviutfk,177.98
yr7bf3uog7islemv,0.0
fwjy6vu7sddsydls,0.0
gscg7r4wsffi5xgh,48.97
ghjt6p2k3mntatgm,59.95
cirr4viaeybvmcb5,0.0
wpdf7ztf6tmbhwso,0.0
7wv4o3y6slqj5dd3,0.0
jk6lr7j46kpqqiut,0.0
bmts7yg2heqy4uvi,119.85
72o46s24fjvnll7w,0.0
u5p2omjhkrmue65l,0.0
vsc5t6vnxzhqjjtv,0.0
p22d4ydmertyi5ds,0.0
rdn3nb32gxxqn62k,0.0
kbqtc2q63opfnu7s,0.0
ss5rumafo6njo4pl,0.0
4xjcyrlklswofnaf,0.0
l73fnujks2ifken2,0.0
qzfay45d3z37jcbw,0.0
cmjhcadborr2f5ic,0.0
lisi5ymbmk5vhwst,223.45
yut2wovo7pt52bzf,0.0
3p45ardogjc2yhld,0.0
gg6aaecohrddezy4,0.0
qmgevbjikznyvfse,53.95
hangvqypszh2zehe,0.0
qumif2kiiu4wyugj,0.0
qiqlrwwr3crecyct,352.85
ymytbugiheabcmj2,0.0
osctvgqosjorxnyd,0.0
n4v2q7nv4j2zaw5t,155.3
asq66h2qjxf7xz7y,53.95
3uno4odnagbyv3vb,0.0
exnajmpod2dse7ll,0.0
rqu3bdzk3bjenia7,0.0
dq4jufepen3ft72x,0.0
blnmvyejtmk6khei,0.0
s6up4chr46owguya,332.06
4zwoor3yuddmrk64,493.55
h7ezqxre5xqnzraj,0.0
ceb7l27zbu7bxbi7,0.0
uiynsapxy4fvbicc,0.0
4mbqs46vww2onyxh,0.0
kiqt4pauhed5oyqx,556.57
vurltyo25ar6bgnb,0.0
6y5ummyiak2cr7ry,0.0
2bmmrrebv2lfsnyd,0.0
vkpeerq5en6jpvyt,0.0
4z5sit2eoxyapzv7,0.0
4u7rnsmwhxsnz4os,0.0
vcapjitz27s6lpvr,0.0
sns2a4m3tiwflopy,0.0
2jsutouuunqq3lmm,0.0
oxlsucg6bnf5ykro,92.75
pqe627mqkp6kqili,0.0
uzynwttkjpyeo5gd,0.0
5glxisjphcfcu3lc,0.0
onfwjp6isw7guhtw,0.0
wipqy6cyjeoj7u2l,0.0
5rhmt4ahdxotok6d,0.0
v76w4f52dvn7blvn,437.76
vytzscfi2lbovdrz,217.88
fghaqa3aftb6ffix,0.0
qk4krxxuxl5mzhw5,0.0
undu23lnjxqrvefk,89.89
sldiw3tge647kaiw,170.0
mmlpxwnnhvjvk4mx,0.0
pxli2zoasuzfb5cb,0.0
a2dcyrk4lrdgggxl,0.0
rejrefemk6lyxfak,139.5
buc2bdqkc3rtpr2u,128.32
5ppsd7fmjywyrb2d,167.36
sav2ygwc6qhuwt5h,270.76
7h4jtezjs2z2ti23,0.0
tong7by4gvmzrken,0.0
3wyxrglfbjtwfbyz,0.0
gikalh7sdtxzhvai,107.93
ft556ttmzikqjaba,0.0
hngbg4ghqbhjmxno,0.0
lg46k2d2mvyb4bvk,98.0
alndxbv22hppobks,0.0
rk5ylxhb74ce3m2t,110.0
qyqouj7uztjr36u7,55.96
qzckkdt7cwig62rh,87.9
i75w3iboetha7j7a,123.91
nhgb7jeyzcnbpwn3,0.0
xpaeu245r4azhglp,20.99
mslwx5ulvlwyluhn,0.0
3tl7xjc5p7yvscnp,0.0
nn6z22gf5pqyn7sg,79.95
7pjfgakwmorazay3,0.0
5rkvlilcf2hvggte,62.0
7pdbjtysztyorblm,0.0
p7sugwxfg5743fd5,80.95
smhhonbndfx2jcph,83.36
l4qczhsar3bq7ceb,0.0
soszj2dpo7zjf2ph,0.0
5nvrh2bknj5vpciv,0.0
y7moqjayiknt4zlw,0.0
brnprjnpvpyktthz,0.0
spqakgbiezgwhd2c,0.0
6ltv6xoq42rgbm2i,0.0
vo74qd3pn23bvni6,0.0
kgetxkwuakctuijo,0.0
wursdq2ivapetlf7,0.0
oaxij6nsl5spgvb3,0.0
wsoxpf4kowtlkxfv,0.0
mikzymy5zcs5nunl,0.0
ho3dcnktm3gfffqd,135.0
tosio7cdzyfymyjr,44.98
dlettz7poazetv7k,232.9
qhszcbttkti7eqeq,48.97
xyngpqtfg22wcxti,0.0
m2ywimg6g2imxpkn,92.0
r2wbqa3526ogzi76,0.0
aom76lfzxyo3elrz,212.25
zu3hug4niplogxft,144.0
s2csboyfoaqvrgj2,0.0
x2f4gfy4v6ifef2b,59.97
7o3unrqhuzp4zt4l,96.44
jszbd43fkxa7nrnr,654.75
nu4mk4ppcfzwqjb3,1013.31
s4vx2rh42skfhwgk,209.9
oqlwrwjcthg65ou6,55.96
aw2hqab6t3hyd6nr,151.98
zazkqe44acu6h3m3,406.75
jz5jern5yyfoeztx,0.0
xlmd2st2lqwrp5wq,487.53
s7ha5uhrbkecipbu,0.0
gh3kjb6eeb7ve5sh,0.0
og7zm2gz2is4675u,71.9
ue35ad63zazlgxe6,768.93
gf6gbm7cuo6f7wyc,149.46
2prsp65twhl224h3,0.0
h3blgxfglilil7kn,74.95
5bfwowyee2wy7unl,0.0
ormbbb2zx4oedaei,1040.37
rsa54vi4uqrc7jch,0.0
4xhietigvfbzskfh,237.63
faktr74rlxwhxe57,339.12
7xjpvwb4alwsespx,59.35
ybux7hdksfcajco4,24.48
7n32o4iptqgghklj,383.37
3aiwj6gx5p3n4k4y,0.0
h6it7v5xtrw2plbc,151.83
n6br6ag6pfcnu5i2,216.32
qkdj4miblv7p2gd2,0.0
ywxszkdyiqxvz5nq,0.0
zz32hl22eli42qn7,84.0
e6gx4lj7xdotu7fa,0.0
j7mdjaa7hquo6eay,0.0
5xgdj7yumzfom5wb,495.56
sapvlq3jdn7aepyk,0.0
3wlxsqwmxk3jks55,86.35
aukkexa7tl73umzt,0.0
73rssxu7shx45i26,0.0
4tv5lk6wwcubwvhh,0.0
b2qnkctbmcczucyw,53.95
36bvomb2cccxslvx,19.79
kkwzl5cekx5je3dc,499.91
wgye4ey6gth4hsxj,774.78
laecgj5tfksnrlmn,482.09
pem33lnlmzpdvhhp,69.95
x4kkmltcp3qhpxsz,23.35
sukptfsixxddpzce,171.78
n7w2a2zwtvbgd6lt,0.0
xjdr3rw5iaahmedu,245.8
ve37dd3gzifp4srv,50.96
7gloy3q7znfdl4my,486.42
vzmcpha36w2rhjic,109.7
3l35xgalmpaio32t,0.0
tqbt7jouodkhdd22,231.95
t4qqrvxe3d46zobo,44.95
javjoxmpjbtk2lkr,159.55
kbqpiq5fprsoxdxj,297.2
kw7iiiiepngqpwkn,407.97
oyhn2k32e5vwolaf,39.96
b5sb7v5sz22o6rxr,316.02
coibyzfz3cdikntg,120.88
iumvzvguxwpcq3x5,0.0
xoegbq6dgzowd7ko,0.0
aqxenvrx27o7v6xy,0.0
tjdyayrs6lg3gcch,55.97
tmnmpt5a6dzhrx2o,0.0
exj4kwdl3dzhl6hw,79.2
oa7gqkqgr5d6ea4a,0.0
4jfimwsxvhedt26k,177.89
mac2lxvqw5rbj3xk,315.45
yl2w4zygiqoptqn6,0.0
74dpcwfqstpag4e3,0.0
pemjchoze4amp6ap,188.45
as4im7rtwnsvjrp2,34.98
6rfnjyt4m3icjtwd,261.47
sbr26k6gdilnflfr,0.0
kuzfuas5yrzucvat,0.0
aseuxt4kfbqxecym,787.05
a5eioviybbzbs7kf,325.8
efofnunm56bcmyfc,0.0
3jtwzhkocpjwecti,23.35
bekuxyler525nrlc,169.45
xg5py6p5qbhdcm3w,292.67
ek5pk6264hthvihe,272.13
ubf4dvswgon3htvu,0.0
ztujwifxowmvkdoc,90.45
z7xnz6kxoapcrbvl,0.0
ks4adaenwqebxzk7,155.28
eykpahpqzkglqrfj,0.0
reetnp2t3k7we6zg,99.0
lzke3inz34qwmrws,78.45
awe2i3u5zsewv4p2,0.0
bebdcxl4id7x7o2v,0.0
g7tpi2bpjip23v3t,0.0
klf5ik7daatkqxb2,0.0
4epltu72ppsuulfv,0.0
z2fzocsdxoh25lu7,0.0
uwrdthwhihe3756t,0.0
b627norfhamjhezl,0.0
6j2irb3wcylijt3w,0.0
cmtn6gyz4jfrivkj,0.0
yyioxp3i4l7pk775,0.0
hputmkdxc47kjquh,79.95
gjm3e4ckmkiw5mmg,0.0
y3x2r3wd52br2dbo,0.0
4oxbcvyco4b6tyh3,0.0
5qy3kj7llqitwid5,0.0
yaycemmz27ibwq5f,188.5
4l5fxutneiv3kuta,213.86
nxnn2rly7fuoy7wg,166.2
k4mccjarpsgunevh,234.58
y2siq2fyes2qur3l,94.14
bnck4ahhxw755ysw,0.0
onbiejwoquwdtxbm,45.95
fk3ylosefom2n7rz,0.0
czylscuophiy3rke,0.0
3acz5tkipfftsxjf,632.8
6dumxga36ahmbrwf,0.0
vu3h45azf5lzzueg,0.0
gb2livfrny646dko,273.62
vjm3rutgwsnjqz3b,0.0
44toscaafyetwtiw,0.0
dwswmcq46x3pkqlq,0.0
oyast6eaqjn65onp,0.0
deolrcawt3xxvkoi,72.66
usc7ftn2bggbg557,44.95
vtaitiskmsfsf4b7,0.0
n7dokxgu3oecsrmr,0.0
fm4ca76riogjczyg,0.0
5nyfhs6q4a4hnhg5,133.32
5nxutnfq6xi6rvn3,0.0
cd44fdklbcavfmn2,448.64
r4zhsn7pdin5llr6,113.32
zpxnnkhilar5qjgg,0.0
wnsy7mezcrbto7r5,0.0
htre2azmtxijgxlg,0.0
hzc7v4ugtpadyztp,29.97
w6qit62mivuays4c,0.0
gzmmoirhriotzqau,140.0
b4yt6cymnbs2gsst,332.97
oa3cvcs3js6u5lna,0.0
qey43u6o63ej56y7,0.0
2m2axzct5nqd4kob,0.0
62fptco6rawy73ui,0.0
yqq2zrwrrkxttbyq,0.0
bzq6hdvxzqazgz5f,272.31
mmubuvr6oij2gzgj,207.75
zgp7eyzfqglhlzib,0.0
mad5vhsb5vwemjlb,155.35
bmbrtruzzl3ebxxu,0.0
gikq32rfixge63bs,0.0
acse6r543gvp6k6l,428.95
z2zcdtclcdvzkegw,41.25
wb4vkvzomfdewlgl,105.0
xflsrgwxc4kvbzka,1156.26
sk4sfoqqs5d5dw7d,886.71
y2ykqn3fnxwolgcd,755.31
nmocx74u24asxqxo,126.71
ehaz33uslq7s2n2b,0.0
rwgfbduiyb42imfj,140.0
jso2rtpxv3sxngr5,0.0
hrc5e52p72tc4m5h,224.12
5g2dqih2mckongda,0.0
fr64c3frkc6torhg,0.0
3rrufnlvn4djcll3,0.0
lbl4dmthrucnmcyt,0.0
a42ca4owlaffbnwr,0.0
lzwywz56hqul2xew,0.0
t6qwxj6jrsgd6nxa,0.0
gwu3zf5pxqy6dptd,156.9
zqxb6og2qwnh4tg3,415.4
oms6srztuootrpsk,133.0
psciauu4mbliw5js,0.0
jgeopdmnn6yqwwjm,0.0
vhd7mmdmkxnklxb6,35.17
qcvih73u5jgam4ec,0.0
l7ufwjc532blou7w,316.61
3eoyeuuovffood6e,237.45
644coyvesiic37k5,0.0
5bkl4udejgtwday3,0.0
gwijpx4we2vvrjw3,0.0
j2v5zi3k4y7cqahd,307.21
5bwla3njfobefnzc,312.1
gaku6jndyjh3jvp5,0.0
y7nufusbwbk6yyxk,0.0
ybonnrnzezkji4hn,508.85
k2ffb6g2ul3tj7m5,53.96
f3c2fmbqy3wjr6pt,0.0
hvflwaxldurrg7nl,162.0
ymewgj2jebhhnl5f,110.01
seyrseclymjpg7ob,0.0
jdsww34yvmfzipi3,0.0
ef3livxjt423rl6y,0.0
qhzfu3qti65bklmu,143.87
qgdn5cl6dfhks7xy,0.0
3zssx3xq65eocfj4,0.0
vykhtyjgx6x23kwr,0.0
rflsdhdr43jzqjzq,0.0
biwqcki5jofxbz2j,0.0
iwlgoenvquix7646,0.0
pgt4xxqci3yjdv63,658.31
fqfwkb64qcl7fx7h,0.0
utoeu3nimjs4d7dw,0.0
dkjxyrgwbyrlo6pp,0.0
vcn44hpbc7trlxl5,0.0
ua3eyiflcscmfjr2,71.9
2cgmqpu6weafxzit,145.9
nnnnzmszzi27vl2q,0.0
yznxxo5ey6rfsg7n,0.0
f7onuw2ccmbkpucy,0.0
uy35ehknxnxoxzwe,416.79
nwwyczfeg6u5wm4u,55.96
hpqhuklzoi6kjmcm,244.84
mlwchu4c6shtmuua,77.95
7iaxvuj23qhndfrw,39.95
rbioa5ngfo5ytre2,603.14
msdbh5bz44zwhdgg,0.0
3gi47tslxdjadvc2,0.0
jybmryxgynayzanp,248.29
3j7kzqj6zb6pwlxf,68.35
qnz4azwhgndpx3m6,414.96
joay2pqt3kwnhft7,108.89
7mfik3ebp4plgtva,47.98
c7nwcg7n4jczwqyp,71.94
5iftc5iifggvqpau,528.96
e3oyaks7fzmwchox,0.0
c3yu4v37xhau6men,65.96
l3nd5p2outbrabro,714.55
ineojgd2mittxvld,54.0
46haq5ikxpqz5gkr,0.0
guwr3y6ll5l66huw,0.0
57e2okyf4rcj2yg6,573.7
yvbfgc6yvnspae53,37.98
x5ghxxeqdf6diine,49.95
6w7wkbrpzrnt7fme,352.92
4mii3aduqlmfh4nx,0.0
e3djyi6u5j5ckmel,262.67
elrgxfy636vxxbco,0.0
jhsuvagrc3surwwp,126.0
pcljid2e2ejgsjzi,81.84
c7tfs2ilbsrstu56,65.95
mgvi3ducsqirvnse,229.72
3o7nxlu77xsq45i5,393.55
czcaimwqit3moniu,0.0
vss37fyy7awqbcng,431.73
3eycds4jpdwwef44,0.0
qtccupmkhzzx5awh,639.92
l5kaudlo4rwziyd4,253.63
3vuman2t4t2lswth,0.0
zr33z7sqky74udgf,0.0
xfmbdwcl7mthcth5,0.0
7n4s5wkp6onbpye6,0.0
564igth2a42hmge6,89.95
oenhamewxjtwvtr2,0.0
ba7plmmvd3melmh2,0.0
opzmandhvv7gu3xt,264.93
flf5ao3upz3atdmk,0.0
r2coall2qko2m4lq,44.95
l72eh7nthpory3zf,0.0
5f6ymtmhsvnqtfxn,291.82
m5czswyi5coi6e2i,150.33
cr67fqu5qf2j67vw,395.27
hfzyy5qtoi2zsfdp,0.0
pukn6tsyqzoelntj,260.63
wupqi32a6wil7lm4,25.99
agb3qztp4e3na7gs,0.0
qzdbqa2chj4yjm6w,62.95
q67jwkjstwplsbus,0.0
mngtcbcou6hzzwsf,257.82
2dkd423gptsxkcm2,68.95
2bly34ozk7mf4hin,182.25
jh5xhlgqf4ew4cuu,414.32
3cgaqwmjflcl3ssz,396.79
nhbrqqqn4enzy4ap,31.5
v5e23uxx3hchscqg,0.0
irlmcx2n7wiziryc,207.76
p3oxvyihpozu4o6r,226.91
d5b3bh7jf5muoazi,196.57
lflptmdfznkbn5hw,793.21
aepvs67r25fozs2n,0.0
q33phdrtstkhazoy,0.0
nos4nzr3taxnjskf,0.0
lupb3mplmpai6guh,296.97
kyl7zfjgvfkrtvy6,0.0
qscfatuy4ewehea5,340.67
44lwvzjo6fvkyxso,0.0
vqbwejpuil4hgeax,197.48
ys657lwhfhhrzpx5,0.0
qnowni2y2c2hzzqj,0.0
v6nuz33nhxs57jgx,145.0
cburaj2bzj2h2pf7,41.97
3rlr4tkhn22llas2,401.38
olsaffzamjlx6iqa,108.0
7qrvndkh6wvnz6qr,180.4
3d5ekb3prj7vnkus,56.67
